iceberg_id,timestamp,latitude,longitude,is_observed,sensor,size_major_km,size_minor_km
a01,1978-10-28 00:00:00+00:00,-55.1205,-32.3531,False,nic,,
a01,1978-10-29 00:00:00+00:00,-55.0,-32.3,True,nic,83.34,46.300000000000004
a01,1978-11-12 00:00:00+00:00,-53.7,-35.0,True,nic,83.34,37.04
a01,1978-11-13 00:00:00+00:00,-53.7,-35.0,False,nic,,
a01,1978-11-14 00:00:00+00:00,-53.7,-35.0,False,nic,,
a01,1978-11-15 00:00:00+00:00,-53.7,-35.0,False,nic,,
a01,1978-11-16 00:00:00+00:00,-53.7,-35.0,False,nic,,
a01,1978-11-17 00:00:00+00:00,-53.7,-35.0,False,nic,,
a01,1978-11-18 00:00:00+00:00,-53.7,-35.0,False,nic,,
a01,1978-11-19 00:00:00+00:00,-53.7,-35.0,True,nic,83.34,37.04
a01,1978-12-03 00:00:00+00:00,-53.4,-34.4,True,nic,83.34,37.04
a01,1978-12-17 00:00:00+00:00,-53.9,-33.8,True,nic,64.82000000000001,37.04
a01,1979-01-07 00:00:00+00:00,-53.3,-33.0,True,nic,64.82000000000001,37.04
a01,1979-01-08 00:00:00+00:00,-53.3,-32.9697,False,nic,,
a01,1979-01-09 00:00:00+00:00,-53.3,-32.9415,False,nic,,
a01,1979-01-10 00:00:00+00:00,-53.3,-32.9145,False,nic,,
a01,1979-01-11 00:00:00+00:00,-53.3,-32.8878,False,nic,,
a01,1979-01-12 00:00:00+00:00,-53.3,-32.8604,False,nic,,
a01,1979-01-13 00:00:00+00:00,-53.3,-32.8314,False,nic,,
a01,1979-01-14 00:00:00+00:00,-53.3,-32.8,True,nic,64.82000000000001,37.04
a01,1979-02-11 00:00:00+00:00,-51.7,-31.6,True,nic,37.04,22.224
a01,1979-05-06 00:00:00+00:00,-50.2,-26.3,True,nic,37.04,22.224
a02,1978-07-23 00:00:00+00:00,-63.29,-53.76,True,sass,,
a02,1978-07-24 00:00:00+00:00,-63.29,-53.76,True,sass,,
a02,1978-07-25 00:00:00+00:00,-63.29,-53.76,True,sass,,
a02,1978-07-26 00:00:00+00:00,-63.29,-53.76,True,sass,,
a02,1978-07-27 00:00:00+00:00,-63.29,-53.76,True,sass,,
a02,1978-07-28 00:00:00+00:00,-63.29,-53.76,True,sass,,
a02,1978-07-29 00:00:00+00:00,-63.29,-53.76,True,sass,,
a02,1978-07-30 00:00:00+00:00,-63.29,-53.76,True,sass,,
a02,1978-07-31 00:00:00+00:00,-63.29,-53.76,True,sass,,
a02,1978-08-01 00:00:00+00:00,-63.29,-53.76,True,sass,,
a02,1978-08-02 00:00:00+00:00,-63.29,-53.76,True,sass,,
a02,1978-08-03 00:00:00+00:00,-63.29,-53.76,True,sass,,
a02,1978-08-04 00:00:00+00:00,-63.29,-53.76,True,sass,,
a02,1978-08-05 00:00:00+00:00,-63.29,-53.76,True,sass,,
a02,1978-08-06 00:00:00+00:00,-63.29,-53.76,True,sass,,
a02,1978-08-07 00:00:00+00:00,-63.29,-53.76,True,sass,,
a02,1978-08-08 00:00:00+00:00,-63.29,-53.76,True,sass,,
a02,1978-08-09 00:00:00+00:00,-63.29,-53.76,True,sass,,
a02,1978-08-10 00:00:00+00:00,-63.29,-53.76,True,sass,,
a02,1978-08-11 00:00:00+00:00,-63.29,-53.76,True,sass,,
a02,1978-08-12 00:00:00+00:00,-63.29,-53.76,True,sass,,
a02,1978-08-13 00:00:00+00:00,-63.29,-53.76,True,sass,,
a02,1978-08-14 00:00:00+00:00,-63.29,-53.76,True,sass,,
a02,1978-08-15 00:00:00+00:00,-63.29,-53.76,True,sass,,
a02,1978-08-16 00:00:00+00:00,-63.2729,-53.7322,True,sass,,
a02,1978-08-17 00:00:00+00:00,-63.2388,-53.6765,True,sass,,
a02,1978-08-18 00:00:00+00:00,-63.2046,-53.6208,True,sass,,
a02,1978-08-19 00:00:00+00:00,-63.1705,-53.5651,True,sass,,
a02,1978-08-20 00:00:00+00:00,-63.1363,-53.5094,True,sass,,
a02,1978-08-21 00:00:00+00:00,-63.1022,-53.4537,True,sass,,
a02,1978-08-22 00:00:00+00:00,-63.0851,-53.4259,True,sass,,
a02,1978-08-23 00:00:00+00:00,-63.0851,-53.4259,True,sass,,
a02,1978-08-24 00:00:00+00:00,-63.0851,-53.4259,True,sass,,
a02,1978-08-25 00:00:00+00:00,-63.0851,-53.4259,True,sass,,
a02,1978-08-26 00:00:00+00:00,-63.0851,-53.4259,True,sass,,
a02,1978-08-27 00:00:00+00:00,-63.0851,-53.4259,True,sass,,
a02,1978-08-28 00:00:00+00:00,-63.0851,-53.4259,True,sass,,
a02,1978-08-29 00:00:00+00:00,-63.0851,-53.4259,True,sass,,
a02,1978-08-30 00:00:00+00:00,-63.0851,-53.4259,True,sass,,
a02,1978-08-31 00:00:00+00:00,-63.0851,-53.4259,True,sass,,
a02,1978-09-01 00:00:00+00:00,-63.0851,-53.4259,True,sass,,
a02,1978-09-02 00:00:00+00:00,-63.0851,-53.4259,True,sass,,
a02,1978-09-03 00:00:00+00:00,-63.0851,-53.4259,True,sass,,
a02,1978-09-04 00:00:00+00:00,-63.0851,-53.4259,True,sass,,
a02,1978-09-05 00:00:00+00:00,-63.0851,-53.4259,True,sass,,
a02,1978-09-06 00:00:00+00:00,-63.0851,-53.4259,True,sass,,
a02,1978-09-07 00:00:00+00:00,-63.0851,-53.4259,True,sass,,
a02,1978-09-08 00:00:00+00:00,-63.0851,-53.4259,True,sass,,
a02,1978-09-09 00:00:00+00:00,-63.0851,-53.4259,True,sass,,
a02,1978-09-10 00:00:00+00:00,-63.0851,-53.4259,True,sass,,
a02,1978-09-11 00:00:00+00:00,-63.0851,-53.4259,True,sass,,
a02,1978-09-12 00:00:00+00:00,-63.0851,-53.4259,True,sass,,
a02,1978-09-13 00:00:00+00:00,-63.0851,-53.4259,True,sass,,
a02,1978-09-14 00:00:00+00:00,-63.0851,-53.4259,True,sass,,
a02,1978-09-15 00:00:00+00:00,-63.0677,-53.4508,True,sass,,
a02,1978-09-16 00:00:00+00:00,-63.033,-53.5005,True,sass,,
a02,1978-09-17 00:00:00+00:00,-62.9982,-53.5503,True,sass,,
a02,1978-09-18 00:00:00+00:00,-62.9635,-53.6,True,sass,,
a02,1978-09-19 00:00:00+00:00,-62.9287,-53.6498,True,sass,,
a02,1978-09-20 00:00:00+00:00,-62.894,-53.6995,True,sass,,
a02,1978-09-21 00:00:00+00:00,-62.82,-53.6945,True,sass,,
a02,1978-09-22 00:00:00+00:00,-62.7069,-53.6347,True,sass,,
a02,1978-09-23 00:00:00+00:00,-62.5937,-53.5749,True,sass,,
a02,1978-09-24 00:00:00+00:00,-62.4806,-53.5152,True,sass,,
a02,1978-09-25 00:00:00+00:00,-62.3674,-53.4554,True,sass,,
a02,1978-09-26 00:00:00+00:00,-62.2543,-53.3956,True,sass,,
a02,1978-09-27 00:00:00+00:00,-62.1224,-53.2897,True,sass,,
a02,1978-09-28 00:00:00+00:00,-61.9717,-53.1378,True,sass,,
a02,1978-09-29 00:00:00+00:00,-61.8211,-52.9859,True,sass,,
a02,1978-09-30 00:00:00+00:00,-61.6704,-52.834,True,sass,,
a02,1978-10-01 00:00:00+00:00,-61.5951,-52.758,True,sass,,
a02,1978-10-02 00:00:00+00:00,-61.5951,-52.758,True,sass,,
a02,1978-11-12 00:00:00+00:00,-58.0,-47.8,True,nic,55.56,18.52
a02,1979-01-14 00:00:00+00:00,-58.8,-49.0,True,nic,55.56,18.52
a02,1979-02-11 00:00:00+00:00,-58.0,-44.9,True,nic,55.56,18.52
a02,1979-03-04 00:00:00+00:00,-58.0,-44.9,True,nic,55.56,18.52
a02,1979-03-18 00:00:00+00:00,-57.4,-45.9,True,nic,55.56,18.52
a02,1979-10-07 00:00:00+00:00,-56.0,-35.8,True,nic,55.56,18.52
a02,1979-10-08 00:00:00+00:00,-56.0111,-35.6625,False,nic,,
a02,1979-10-09 00:00:00+00:00,-56.0397,-35.4657,False,nic,,
a02,1979-10-10 00:00:00+00:00,-56.0787,-35.2269,False,nic,,
a02,1979-10-11 00:00:00+00:00,-56.1213,-34.9637,False,nic,,
a02,1979-10-12 00:00:00+00:00,-56.1603,-34.6932,False,nic,,
a02,1979-10-13 00:00:00+00:00,-56.1889,-34.4329,False,nic,,
a02,1979-10-14 00:00:00+00:00,-56.2,-34.2,True,nic,55.56,18.52
a02,1979-10-15 00:00:00+00:00,-56.1551,-33.9885,False,nic,,
a02,1979-10-16 00:00:00+00:00,-56.0286,-33.7806,False,nic,,
a02,1979-10-17 00:00:00+00:00,-55.8327,-33.5764,False,nic,,
a02,1979-10-18 00:00:00+00:00,-55.5796,-33.3762,False,nic,,
a02,1979-10-19 00:00:00+00:00,-55.2816,-33.18,False,nic,,
a02,1979-10-20 00:00:00+00:00,-54.951,-32.9879,False,nic,,
a02,1979-10-21 00:00:00+00:00,-54.6,-32.8,True,nic,55.56,18.52
a13,1980-08-10 00:00:00+00:00,-74.0,-27.3,True,nic,55.56,18.52
a13,1980-08-11 00:00:00+00:00,-74.0,-27.3,False,nic,,
a13,1980-08-12 00:00:00+00:00,-74.0,-27.3,False,nic,,
a13,1980-08-13 00:00:00+00:00,-74.0,-27.3,False,nic,,
a13,1980-08-14 00:00:00+00:00,-74.0,-27.3,False,nic,,
a13,1980-08-15 00:00:00+00:00,-74.0,-27.3,False,nic,,
a13,1980-08-16 00:00:00+00:00,-74.0,-27.3,False,nic,,
a13,1980-08-17 00:00:00+00:00,-74.0,-27.3,True,nic,55.56,18.52
a13,1980-09-14 00:00:00+00:00,-74.0,-27.3,True,nic,55.56,18.52
a13,1980-10-05 00:00:00+00:00,-74.7,-34.5,True,nic,55.56,18.52
a13,1980-10-06 00:00:00+00:00,-74.6849,-34.7481,False,nic,,
a13,1980-10-07 00:00:00+00:00,-74.6455,-34.9845,False,nic,,
a13,1980-10-08 00:00:00+00:00,-74.5909,-35.2095,False,nic,,
a13,1980-10-09 00:00:00+00:00,-74.5301,-35.4233,False,nic,,
a13,1980-10-10 00:00:00+00:00,-74.472,-35.6262,False,nic,,
a13,1980-10-11 00:00:00+00:00,-74.4256,-35.8184,False,nic,,
a13,1980-10-12 00:00:00+00:00,-74.4,-36.0,True,nic,55.56,18.52
a13,1980-10-13 00:00:00+00:00,-74.3891,-36.1768,False,nic,,
a13,1980-10-14 00:00:00+00:00,-74.3805,-36.3515,False,nic,,
a13,1980-10-15 00:00:00+00:00,-74.3736,-36.52,False,nic,,
a13,1980-10-16 00:00:00+00:00,-74.3677,-36.6782,False,nic,,
a13,1980-10-17 00:00:00+00:00,-74.3622,-36.822,False,nic,,
a13,1980-10-18 00:00:00+00:00,-74.3565,-36.9473,False,nic,,
a13,1980-10-19 00:00:00+00:00,-74.35,-37.05,True,nic,55.56,18.52
a13,1980-10-20 00:00:00+00:00,-74.342,-37.141,False,nic,,
a13,1980-10-21 00:00:00+00:00,-74.3328,-37.231,False,nic,,
a13,1980-10-22 00:00:00+00:00,-74.3233,-37.3153,False,nic,,
a13,1980-10-23 00:00:00+00:00,-74.3144,-37.389,False,nic,,
a13,1980-10-24 00:00:00+00:00,-74.307,-37.4475,False,nic,,
a13,1980-10-25 00:00:00+00:00,-74.3019,-37.4861,False,nic,,
a13,1980-10-26 00:00:00+00:00,-74.3,-37.5,True,nic,55.56,18.52
a13,1980-10-27 00:00:00+00:00,-74.3,-37.5,False,nic,,
a13,1980-10-28 00:00:00+00:00,-74.3,-37.5,False,nic,,
a13,1980-10-29 00:00:00+00:00,-74.3,-37.5,False,nic,,
a13,1980-10-30 00:00:00+00:00,-74.3,-37.5,False,nic,,
a13,1980-10-31 00:00:00+00:00,-74.3,-37.5,False,nic,,
a13,1980-11-01 00:00:00+00:00,-74.3,-37.5,False,nic,,
a13,1980-11-02 00:00:00+00:00,-74.3,-37.5,True,nic,55.56,18.52
a13,1980-12-14 00:00:00+00:00,-73.8,-38.5,True,nic,55.56,18.52
a13,1981-01-25 00:00:00+00:00,-73.8,-38.5,True,nic,55.56,18.52
a15,1981-03-22 00:00:00+00:00,-72.6,-47.7,True,nic,55.56,22.224
a15,1981-04-12 00:00:00+00:00,-71.8,-49.4,True,nic,55.56,22.224
a15,1981-04-26 00:00:00+00:00,-71.0,-51.8,True,nic,55.56,22.224
a15,1981-04-27 00:00:00+00:00,-70.876,-51.9478,False,nic,,
a15,1981-04-28 00:00:00+00:00,-70.6979,-52.0982,False,nic,,
a15,1981-04-29 00:00:00+00:00,-70.4916,-52.2459,False,nic,,
a15,1981-04-30 00:00:00+00:00,-70.2829,-52.3854,False,nic,,
a15,1981-05-01 00:00:00+00:00,-70.0975,-52.5112,False,nic,,
a15,1981-05-02 00:00:00+00:00,-69.9613,-52.6178,False,nic,,
a15,1981-05-03 00:00:00+00:00,-69.9,-52.7,True,nic,55.56,22.224
a15,1981-05-17 00:00:00+00:00,-69.8,-53.3,True,nic,55.56,22.224
a15,1981-06-07 00:00:00+00:00,-68.5,-53.2,True,nic,55.56,22.224
a15,1981-07-05 00:00:00+00:00,-67.3,-54.0,True,nic,55.56,22.224
a15,1981-07-06 00:00:00+00:00,-67.2283,-53.9936,False,nic,,
a15,1981-07-07 00:00:00+00:00,-67.1401,-53.9758,False,nic,,
a15,1981-07-08 00:00:00+00:00,-67.0427,-53.9492,False,nic,,
a15,1981-07-09 00:00:00+00:00,-66.9429,-53.9159,False,nic,,
a15,1981-07-10 00:00:00+00:00,-66.8479,-53.8784,False,nic,,
a15,1981-07-11 00:00:00+00:00,-66.7646,-53.839,False,nic,,
a15,1981-07-12 00:00:00+00:00,-66.7,-53.8,True,nic,55.56,22.224
a15,1981-07-26 00:00:00+00:00,-66.2,-52.9,True,nic,55.56,22.224
a15,1981-07-27 00:00:00+00:00,-66.181,-52.9262,False,nic,,
a15,1981-07-28 00:00:00+00:00,-66.1632,-52.9997,False,nic,,
a15,1981-07-29 00:00:00+00:00,-66.1468,-53.1125,False,nic,,
a15,1981-07-30 00:00:00+00:00,-66.132,-53.2569,False,nic,,
a15,1981-07-31 00:00:00+00:00,-66.1192,-53.4248,False,nic,,
a15,1981-08-01 00:00:00+00:00,-66.1084,-53.6085,False,nic,,
a15,1981-08-02 00:00:00+00:00,-66.1,-53.8,True,nic,55.56,22.224
a16,1981-11-15 00:00:00+00:00,-59.7,-50.9,True,nic,64.82000000000001,27.78
a16,1981-12-06 00:00:00+00:00,-58.9,-46.6,True,nic,64.82000000000001,27.78
a16,1981-12-20 00:00:00+00:00,-58.7,-45.9,True,nic,64.82000000000001,27.78
a16,1982-01-03 00:00:00+00:00,-58.7,-44.8,True,nic,64.82000000000001,27.78
a16,1982-01-24 00:00:00+00:00,-58.5,-44.7,True,nic,64.82000000000001,27.78
a16,1982-01-25 00:00:00+00:00,-58.5055,-44.7443,False,nic,,
a16,1982-01-26 00:00:00+00:00,-58.5198,-44.8586,False,nic,,
a16,1982-01-27 00:00:00+00:00,-58.5394,-45.0149,False,nic,,
a16,1982-01-28 00:00:00+00:00,-58.5606,-45.1851,False,nic,,
a16,1982-01-29 00:00:00+00:00,-58.5802,-45.3414,False,nic,,
a16,1982-01-30 00:00:00+00:00,-58.5945,-45.4557,False,nic,,
a16,1982-01-31 00:00:00+00:00,-58.6,-45.5,True,nic,64.82000000000001,27.78
a16,1982-02-01 00:00:00+00:00,-58.575,-45.4918,False,nic,,
a16,1982-02-02 00:00:00+00:00,-58.5071,-45.4687,False,nic,,
a16,1982-02-03 00:00:00+00:00,-58.4071,-45.4327,False,nic,,
a16,1982-02-04 00:00:00+00:00,-58.2857,-45.3858,False,nic,,
a16,1982-02-05 00:00:00+00:00,-58.1536,-45.33,False,nic,,
a16,1982-02-06 00:00:00+00:00,-58.0214,-45.2674,False,nic,,
a16,1982-02-07 00:00:00+00:00,-57.9,-45.2,True,nic,64.82000000000001,27.78
a16,1982-02-08 00:00:00+00:00,-57.782,-45.104,False,nic,,
a16,1982-02-09 00:00:00+00:00,-57.655,-44.9619,False,nic,,
a16,1982-02-10 00:00:00+00:00,-57.5223,-44.7847,False,nic,,
a16,1982-02-11 00:00:00+00:00,-57.3872,-44.5838,False,nic,,
a16,1982-02-12 00:00:00+00:00,-57.253,-44.3702,False,nic,,
a16,1982-02-13 00:00:00+00:00,-57.1228,-44.1552,False,nic,,
a16,1982-02-14 00:00:00+00:00,-57.0,-43.95,True,nic,64.82000000000001,27.78
a16,1982-02-28 00:00:00+00:00,-55.5,-40.8,True,nic,64.82000000000001,27.78
a16,1982-03-28 00:00:00+00:00,-55.7,-40.1,True,nic,64.82000000000001,27.78
a16,1982-03-29 00:00:00+00:00,-55.7,-40.0668,False,nic,,
a16,1982-03-30 00:00:00+00:00,-55.7,-40.0328,False,nic,,
a16,1982-03-31 00:00:00+00:00,-55.7,-39.9965,False,nic,,
a16,1982-04-01 00:00:00+00:00,-55.7,-39.9566,False,nic,,
a16,1982-04-02 00:00:00+00:00,-55.7,-39.9115,False,nic,,
a16,1982-04-03 00:00:00+00:00,-55.7,-39.8598,False,nic,,
a16,1982-04-04 00:00:00+00:00,-55.7,-39.8,True,nic,64.82000000000001,27.78
a16,1982-04-05 00:00:00+00:00,-55.6723,-39.7125,False,nic,,
a16,1982-04-06 00:00:00+00:00,-55.6009,-39.588,False,nic,,
a16,1982-04-07 00:00:00+00:00,-55.5032,-39.4404,False,nic,,
a16,1982-04-08 00:00:00+00:00,-55.3968,-39.2838,False,nic,,
a16,1982-04-09 00:00:00+00:00,-55.2991,-39.1322,False,nic,,
a16,1982-04-10 00:00:00+00:00,-55.2277,-38.9996,False,nic,,
a16,1982-04-11 00:00:00+00:00,-55.2,-38.9,True,nic,64.82000000000001,27.78
a16,1982-05-16 00:00:00+00:00,-55.3,-37.2,True,nic,64.82000000000001,27.78
a19,1983-04-17 00:00:00+00:00,-77.9,-44.0,True,nic,31.484,22.224
a19,1983-04-18 00:00:00+00:00,-77.83,-44.2174,False,nic,,
a19,1983-04-19 00:00:00+00:00,-77.7634,-44.4259,False,nic,,
a19,1983-04-20 00:00:00+00:00,-77.7006,-44.6246,False,nic,,
a19,1983-04-21 00:00:00+00:00,-77.6423,-44.8124,False,nic,,
a19,1983-04-22 00:00:00+00:00,-77.589,-44.9883,False,nic,,
a19,1983-04-23 00:00:00+00:00,-77.5414,-45.1511,False,nic,,
a19,1983-04-24 00:00:00+00:00,-77.5,-45.3,True,nic,31.484,22.224
a19,1983-04-25 00:00:00+00:00,-77.4634,-45.4364,False,nic,,
a19,1983-04-26 00:00:00+00:00,-77.4296,-45.5633,False,nic,,
a19,1983-04-27 00:00:00+00:00,-77.3985,-45.682,False,nic,,
a19,1983-04-28 00:00:00+00:00,-77.3701,-45.7938,False,nic,,
a19,1983-04-29 00:00:00+00:00,-77.3443,-45.8999,False,nic,,
a19,1983-04-30 00:00:00+00:00,-77.3209,-46.0016,False,nic,,
a19,1983-05-01 00:00:00+00:00,-77.3,-46.1,True,nic,31.484,22.224
a19,1983-07-10 00:00:00+00:00,-76.4,-51.5,True,nic,31.484,22.224
a19,1983-07-11 00:00:00+00:00,-76.4055,-51.5,False,nic,,
a19,1983-07-12 00:00:00+00:00,-76.4198,-51.5,False,nic,,
a19,1983-07-13 00:00:00+00:00,-76.4394,-51.5,False,nic,,
a19,1983-07-14 00:00:00+00:00,-76.4606,-51.5,False,nic,,
a19,1983-07-15 00:00:00+00:00,-76.4802,-51.5,False,nic,,
a19,1983-07-16 00:00:00+00:00,-76.4945,-51.5,False,nic,,
a19,1983-07-17 00:00:00+00:00,-76.5,-51.5,True,nic,31.484,22.224
a19,1983-07-31 00:00:00+00:00,-76.4,-53.0,True,nic,31.484,22.224
a19,1983-08-21 00:00:00+00:00,-75.4,-56.8,True,nic,31.484,22.224
a19,1983-09-11 00:00:00+00:00,-75.3,-59.8,True,nic,31.484,22.224
a19,1984-01-29 00:00:00+00:00,-72.0,-59.5,True,nic,31.484,22.224
a19,1984-04-15 00:00:00+00:00,-69.2,-57.5,True,nic,31.484,22.224
a19,1984-06-10 00:00:00+00:00,-67.3,-58.7,True,nic,31.484,22.224
a20,1986-01-26 00:00:00+00:00,-68.4,-59.8,True,nic,96.304,96.304
a20,1986-02-23 00:00:00+00:00,-68.0,-59.2,True,nic,96.304,96.304
a20,1986-02-24 00:00:00+00:00,-67.9857,-59.1727,False,nic,,
a20,1986-02-25 00:00:00+00:00,-67.9714,-59.1424,False,nic,,
a20,1986-02-26 00:00:00+00:00,-67.9571,-59.1106,False,nic,,
a20,1986-02-27 00:00:00+00:00,-67.9429,-59.0789,False,nic,,
a20,1986-02-28 00:00:00+00:00,-67.9286,-59.0488,False,nic,,
a20,1986-03-01 00:00:00+00:00,-67.9143,-59.022,False,nic,,
a20,1986-03-02 00:00:00+00:00,-67.9,-59.0,True,nic,96.304,96.304
a20,1986-03-03 00:00:00+00:00,-67.8861,-58.9805,False,nic,,
a20,1986-03-04 00:00:00+00:00,-67.8726,-58.9607,False,nic,,
a20,1986-03-05 00:00:00+00:00,-67.8592,-58.942,False,nic,,
a20,1986-03-06 00:00:00+00:00,-67.8457,-58.9254,False,nic,,
a20,1986-03-07 00:00:00+00:00,-67.8315,-58.9121,False,nic,,
a20,1986-03-08 00:00:00+00:00,-67.8164,-58.9032,False,nic,,
a20,1986-03-09 00:00:00+00:00,-67.8,-58.9,True,nic,96.304,96.304
a20,1986-03-30 00:00:00+00:00,-67.3,-58.9,True,nic,96.304,96.304
a20,1986-03-31 00:00:00+00:00,-67.2625,-58.9,False,nic,,
a20,1986-04-01 00:00:00+00:00,-67.217,-58.9,False,nic,,
a20,1986-04-02 00:00:00+00:00,-67.1671,-58.9,False,nic,,
